ID	station	lon	lat	elevation	EGM08	EGM96	satellite				
0000000012865	R_OGOOUE_LIBOUMBA_KM0720	13.22	0.69	467.4	6.56	5.82	JASON2				
0000000009483	R_BATHA_BATHA_KM0320	19.23	12.96	360.8	7.72	7.56	SENTINEL3A				
0000000007698	R_NIGER_NIGER_KM1778	1.09	14.47	207.2	22.28	22.17	SENTINEL3A				
0000000012864	R_OGOOUE_LIBOUMBA_KM0800	13.61	0.77	473	5.29	4.92	ENVISAT				
0000000007694	R_NIGER_NIGER_KM1929	0.73	15.44	237	22.65	22.29	JASON2				
0000000010663	R_SANAGA_DJEREM_KM0667	13.09	5.52	647.6	13.92	13.8	SENTINEL3A				
0000000007730	R_NIGER_NIGER_KM1979	0.47	15.71	243.4	23.2	22.83	SENTINEL3A				
0000000010665	R_SANAGA_DJEREM_KM0762	12.81	6.17	748.7	15.74	15.65	SENTINEL3B				
0000000009422	R_LAKE-CHAD_BAHR-SALAMAT_KM1571	21.56	11.97	503.2	4.76	5.03	SENTINEL3B				
0000000007754	R_NIGER_NIGER_KM1998	0.34	15.79	243.4	23.48	23.08	SENTINEL3B				
0000000007758	R_NIGER_NIGER_KM3579	-8.37	11.96	325.5	31.34	31.1	SENTINEL3B				
0000000010667	R_SANAGA_DJEREM_KM0767	12.77	6.2	751	15.88	15.82	SENTINEL3B				
0000000007766	R_NIGER_NIGER_KM2049	0.07	16.12	243.4	24.62	24.33	SENTINEL3B				
0000000007732	R_NIGER_NIGER_KM3609	-8.56	11.79	325.5	31.66	31.37	SENTINEL3A				
0000000010668	R_SANAGA_DJEREM_KM0780	12.79	6.26	823.2	15.98	15.96	SENTINEL3B				
0000000007769	R_NIGER_NIGER-TRIB-03_KM1851	0.68	14.73	227.3	22.34	22.09	SENTINEL3B				
0000000007768	R_NIGER_NIGER_KM3671	-8.94	11.44	333.6	31.79	31.65	SENTINEL3B				
0000000010666	R_SANAGA_DJEREM_KM0781	12.79	6.26	823.2	15.98	15.95	SENTINEL3B				
0000000009485	R_BATHA_BATHA_KM0453	19.98	13.27	402.3	7.26	7.04	SENTINEL3B				
0000000007716	R_NIGER_NIGER_KM3673	-8.96	11.43	335.5	31.8	31.66	SENTINEL3A				
0000000003638	R_CONGO_ITURI_KM2962	29.49	1.22	821.1	-10.87	-11.44	JASON2				
0000000003649	R_CONGO_ITURI_KM3015	29.76	1.45	834.1	-10.96	-11.62	SENTINEL3B				
0000000009482	R_LAKE-CHAD_CHARI-SHRY_KM0042	14.54	12.86	279.4	13.44	13.46	SENTINEL3A				
0000000004322	R_CONGO_KIBALI_KM3324	28.82	3.58	689.8	-11.8	-10.94	SENTINEL3A				
0000000001912	R_AMAZONAS_PURUS_KM3929	-68.64	-8.9	125.3	24.11	23.28	ENVISAT				
0000000009423	R_LAKE-CHAD_BAHR-SALAMAT_KM1623	21.8	11.96	515.6	4.62	4.88	SENTINEL3B				
0000000009480	R_LAKE-CHAD_CHARI-SHRY_KM0081	14.71	12.72	280.8	13.23	13.36	SENTINEL3A				
0000000003720	R_CONGO_KIBALI_KM3362	29.02	3.58	702.7	-11.4	-10.8	SENTINEL3B				
0000000001948	R_AMAZONAS_PURUS_KM3933	-68.66	-8.91	125.3	24.18	23.36	SENTINEL3A				
0000000009421	R_LAKE-CHAD_BAHR-SALAMAT_KM1697	22.25	12.01	542.3	4.59	4.95	SENTINEL3A				
0000000004310	R_CONGO_KIBALI_KM3420	29.28	3.36	725.9	-10.74	-10.55	JASON2				
0000000001964	R_AMAZONAS_PURUS_KM4034	-68.96	-8.74	132.2	24.25	23.54	SENTINEL3B				
0000000003719	R_CONGO_KIBALI_KM3436	29.35	3.28	741.9	-10.59	-10.48	SENTINEL3B				
0000000008834	R_ORINOCO_ARAUCA_KM0927	-67.36	7.47	40.6	-10.72	-11.68	SENTINEL3B				
0000000003718	R_CONGO_KIBALI_KM3445	29.43	3.29	743.4	-10.64	-10.51	SENTINEL3A				
0000000009429	R_LAKE-CHAD_CHARI-SHRY_KM0199	15.04	12.1	284.9	12.93	13.04	SENTINEL3B				
0000000008832	R_ORINOCO_ARAUCA_KM0997	-67.79	7.63	47.8	-10.16	-11.03	SENTINEL3A				
0000000003721	R_CONGO_KOTTO_KM2257	22.09	4.39	393.2	-8.47	-8.39	SENTINEL3A				
0000000008825	R_ORINOCO_ARAUCA_KM1085	-68.3	7.45	53.2	-9.01	-10.04	SENTINEL3B				
0000000009432	R_LAKE-CHAD_CHARI-SHRY_KM0276	15.31	11.68	292.7	12.31	12.49	SENTINEL3B				
0000000003722	R_CONGO_KOTTO_KM2287	22.06	4.53	401.4	-7.74	-7.88	SENTINEL3A				
0000000008817	R_ORINOCO_ARAUCA_KM1092	-68.35	7.44	55.5	-8.93	-9.95	SENTINEL3A				
0000000003726	R_CONGO_KOTTO_KM2340	21.79	4.7	439.4	-7.05	-7.44	SENTINEL3B				
0000000009462	R_LAKE-CHAD_CHARI-SHRY_KM0308	15.35	11.43	295.2	11.92	12.27	SENTINEL3A				
0000000003727	R_CONGO_KOTTO_KM2415	21.89	5.18	474	-7.08	-7.23	SENTINEL3B				
0000000009433	R_LAKE-CHAD_CHARI-SHRY_KM0314	15.38	11.38	296.7	11.87	12.23	SENTINEL3B				
0000000009434	R_LAKE-CHAD_CHARI-SHRY_KM0332	15.41	11.24	297.9	11.89	12.15	SENTINEL3B				
0000000007770	R_NIGER_NIGER-TRIB-03_KM1864	0.58	14.75	229.5	22.35	22.11	SENTINEL3B				
0000000009435	R_LAKE-CHAD_CHARI-SHRY_KM0359	15.46	11.04	300.7	12	12.06	SENTINEL3B				
0000000010662	R_SANAGA_DJEREM_KM0858	13.19	6.58	842.3	15.9	15.9	SENTINEL3A				
0000000007653	R_NIGER_NIGER-TRIB-03_KM1878	0.48	14.79	232.9	22.31	22.09	JASON2				
0000000009430	R_LAKE-CHAD_CHARI-SHRY_KM0396	15.69	10.87	304.2	11.46	11.69	SENTINEL3B				
0000000010664	R_SANAGA_DJEREM_KM0883	13.34	6.64	843.6	15.45	15.63	SENTINEL3A				
0000000009460	R_LAKE-CHAD_CHARI-SHRY_KM0430	15.95	10.78	305.9	10.84	11.12	JASON2				
0000000010661	R_SANAGA_LOM_KM0628	13.46	5.38	633.6	13.27	12.98	SENTINEL3A				
0000000009425	R_LAKE-CHAD_BAHR-SALAMAT_KM2070	22.34	13.36	759.7	8.02	8.05	SENTINEL3A				
0000000003723	R_CONGO_KOTTO_KM2429	21.89	5.29	480	-6.99	-7.11	SENTINEL3A				
0000000009465	R_LAKE-CHAD_CHARI-SHRY_KM0434	15.98	10.78	307.9	10.79	11.07	SENTINEL3A				
0000000010672	R_SANAGA_MBAM_KM0376	11.11	5.03	555.4	17.74	18.01	SENTINEL3A				
0000000003728	R_CONGO_KOTTO_KM2547	22.08	6.01	544.9	-5.39	-5.88	SENTINEL3B				
0000000009463	R_LAKE-CHAD_CHARI-SHRY_KM0452	16.14	10.76	312.2	10.55	10.74	SENTINEL3A				
0000000010675	R_SANAGA_MBAM_KM0420	11.12	5.33	616.6	18.3	18.54	JASON2				
0000000009437	R_LAKE-CHAD_CHARI-SHRY_KM0506	16.51	10.52	321.5	9.59	9.58	SENTINEL3B				
0000000010673	R_SANAGA_MBAM_KM0431	11.18	5.39	630	18.18	18.37	SENTINEL3A				
0000000007780	R_NIGER_SIRBA_KM1717	1.36	13.59	206.7	23.66	23.47	SENTINEL3B				
0000000007779	R_NIGER_SIRBA_KM1737	1.34	13.5	210.6	23.75	23.54	SENTINEL3A				
0000000009431	R_LAKE-CHAD_CHARI-SHRY_KM0511	16.55	10.51	321.7	9.53	9.51	SENTINEL3B				
0000000008816	R_ORINOCO_ARAUCA_KM1163	-68.78	7.37	67	-8.56	-9.08	SENTINEL3A				
0000000009467	R_LAKE-CHAD_CHARI-SHRY_KM0565	16.96	10.59	325.5	9.01	9.11	SENTINEL3A				
0000000009464	R_LAKE-CHAD_CHARI-SHRY_KM0573	17.03	10.58	328.7	8.9	8.99	SENTINEL3A				
0000000003725	R_CONGO_KOTTO_KM2636	22.07	6.6	559.5	-4	-4.52	SENTINEL3B				
0000000009436	R_LAKE-CHAD_CHARI-SHRY_KM0638	17.43	10.27	334.2	7.66	7.68	SENTINEL3B				
0000000007812	R_NILE_ATBARAH_KM2809	34.02	17.68	347.9	4.01	3.84	SENTINEL3A				
0000000007727	R_NIGER_NIGER_KM3755	-9.33	11.08	344.9	32	31.75	SENTINEL3A				
0000000003729	R_CONGO_KOTTO_KM2675	22.26	6.79	566.3	-3.69	-4.42	SENTINEL3B				
0000000010684	R_SANAGA_MBAM_KM0481	11.26	5.72	668.6	18.37	18.32	SENTINEL3A				
0000000009428	R_LAKE-CHAD_CHARI-SHRY_KM0658	17.53	10.16	335.8	7.23	7.17	SENTINEL3B				
0000000010676	R_SANAGA_MBAM_KM0494	11.29	5.8	672.9	18.37	18.29	JASON2				
0000000003724	R_CONGO_KOTTO_KM2709	22.46	6.94	575.8	-3.67	-4.47	SENTINEL3A				
0000000010685	R_SANAGA_MBAM_KM0496	11.28	5.8	672.9	18.4	18.33	SENTINEL3A				
0000000003730	R_CONGO_KOTTO_KM2807	22.81	7.45	598.2	-2.94	-4.04	SENTINEL3B				
0000000010670	R_SANAGA_MBAM_KM0518	11.28	5.96	685	18.64	18.6	JASON2				
0000000003796	R_CONGO_LINDI_KM2226	25.08	0.56	377.5	-18.85	-18.39	SENTINEL3A				
0000000010669	R_SANAGA_MBAM_KM0519	11.27	5.96	685	18.64	18.6	JASON2				
0000000003800	R_CONGO_LINDI_KM2356	25.6	1.24	436.5	-16.98	-16.67	SENTINEL3A				
0000000010671	R_SANAGA_MBAM_KM0520	11.27	5.96	685	18.64	18.61	SENTINEL3A				
0000000003805	R_CONGO_LINDI_KM2377	25.71	1.3	438.4	-16.57	-16.34	SENTINEL3B				
0000000012891	R_SANAGA_MBAM_KM0545	11.44	6.02	695.4	18.37	18.22	SENTINEL3A				
0000000003801	R_CONGO_LINDI_KM2447	26.07	1.23	459.9	-15.34	-15.46	SENTINEL3B				
0000000010680	R_SANAGA_SANAGA_KM0062	10.07	3.78	8.6	15.51	15.52	SENTINEL3A				
0000000003797	R_CONGO_LINDI_KM2465	26.18	1.3	463	-14.66	-14.95	SENTINEL3A				
0000000009481	R_LAKE-CHAD_LOGONE_KM0437	15.15	10.53	314.6	12.23	12.43	SENTINEL3A				
0000000010691	R_SANAGA_SANAGA_KM0128	10.43	4.07	102.8	15.56	15.67	SENTINEL3B				
0000000007781	R_NIGER_SIRBA_KM1751	1.32	13.45	213.4	23.8	23.57	SENTINEL3B				
0000000003794	R_CONGO_LINDI_KM2517	26.53	1.25	479.5	-13.81	-14.38	SENTINEL3A				
0000000009468	R_LAKE-CHAD_LOGONE_KM0500	15.47	10.14	322.6	11.47	11.71	JASON2				
0000000010683	R_SANAGA_SANAGA_KM0198	10.91	4.12	298	15.29	15.64	SENTINEL3A				
0000000003806	R_CONGO_LINDI_KM2534	26.63	1.22	480.2	-13.7	-14.34	SENTINEL3B				
0000000009440	R_LAKE-CHAD_LOGONE_KM0508	15.52	10.1	325.8	11.34	11.58	SENTINEL3B				
0000000010681	R_SANAGA_SANAGA_KM0201	10.93	4.13	308.2	15.31	15.65	SENTINEL3A				
0000000003792	R_CONGO_LINDI_KM2538	26.66	1.23	480.2	-13.63	-14.3	JASON2				
0000000010687	R_SANAGA_SANAGA_KM0285	11.46	4.49	397	15.58	15.8	SENTINEL3B				
0000000003802	R_CONGO_LINDI_KM2599	27.03	1.1	501.4	-13.57	-14.22	SENTINEL3B				
0000000010674	R_SANAGA_SANAGA_KM0347	11.87	4.47	535.7	15.2	15.57	JASON2				
0000000003798	R_CONGO_LINDI_KM2604	27.07	1.09	501.4	-13.57	-14.21	SENTINEL3A				
0000000010678	R_SANAGA_SANAGA_KM0357	11.93	4.52	544.7	15.22	15.62	SENTINEL3A				
0000000012830	R_NIGER_HAWAI_KM1539	11.24	11.1	264.3	18.83	18.98	SENTINEL3A				
0000000010686	R_SANAGA_SANAGA_KM0407	12.21	4.67	570.1	15.21	15.44	SENTINEL3B				
0000000010689	R_SANAGA_SANAGA_KM0443	12.46	4.77	573	15.09	15.05	SENTINEL3B				
0000000007655	R_NIGER_HAWAL_KM1426	12.31	10.37	247.3	17.8	18.34	SENTINEL3A				
0000000010677	R_SANAGA_SANAGA_KM0470	12.62	4.93	577	14.89	14.72	SENTINEL3A				
0000000010679	R_SANAGA_SANAGA_KM0514	12.97	4.99	581.6	14.31	14.15	SENTINEL3A				
0000000008824	R_ORINOCO_ARAUCA_KM1166	-68.81	7.37	70.3	-8.54	-9.03	SENTINEL3B				
0000000010688	R_SANAGA_SANAGA_KM0531	13.09	4.92	581.6	14.21	14.04	SENTINEL3B				
0000000007810	R_NILE_ATBARAH_KM2892	34.48	17.3	364.2	2.69	2.81	SENTINEL3A				
0000000007805	R_NILE_ATBARAH_KM2952	34.89	17.07	374.5	2.69	2.62	SENTINEL3B				
0000000007782	R_NIGER_SIRBA_KM1767	1.3	13.36	216	23.89	23.61	SENTINEL3B				
0000000007785	R_NIGER_SOKOTO_KM1182	4.13	11.41	147.2	20.35	20.23	SENTINEL3A				
0000000007788	R_NIGER_SOKOTO_KM1186	4.15	11.4	151	20.29	20.18	SENTINEL3B				
0000000001905	R_AMAZONAS_PURUS_KM4064	-69.07	-8.77	132.2	24.52	23.9	ENVISAT				
0000000007786	R_NIGER_SOKOTO_KM1222	4.18	11.61	159.5	19.98	19.86	SENTINEL3A				
0000000003793	R_CONGO_LINDI_KM2655	27.33	0.87	527.8	-13.38	-14.3	JASON2				
0000000001968	R_AMAZONAS_PURUS_KM4070	-69.1	-8.78	132.2	24.63	24.04	SENTINEL3B				
0000000007783	R_NIGER_SOKOTO_KM1410	4.36	12.57	204.1	19.97	19.92	SENTINEL3A				
0000000003795	R_CONGO_LINDI_KM2695	27.56	0.84	547.6	-13.02	-14.1	SENTINEL3A				
0000000001892	R_AMAZONAS_PURUS_KM4148	-69.36	-8.92	140.4	25.79	25.13	ENVISAT				
0000000003799	R_CONGO_LINDI_KM2774	27.87	0.49	594.4	-11.95	-12.77	SENTINEL3A				
0000000007687	R_NIGER_NIGER_KM3819	-9.6	10.68	352.2	31.87	31.72	JASON2				
0000000007787	R_NIGER_SOKOTO_KM1433	4.45	12.68	209.5	19.9	19.96	SENTINEL3A				
0000000008815	R_ORINOCO_ARAUCA_KM1238	-69.21	7.08	82.2	-7.64	-8.23	SENTINEL3A				
0000000008823	R_ORINOCO_ARAUCA_KM1254	-69.33	7.04	85.2	-7.42	-8.06	SENTINEL3B				
0000000007807	R_NILE_ATBARAH_KM3023	35.21	16.6	384.2	1.69	2.04	JASON2				
0000000008822	R_ORINOCO_ARAUCA_KM1305	-69.67	7.06	90.5	-7.06	-7.63	SENTINEL3B				
0000000007789	R_NIGER_SOKOTO_KM1543	4.96	13.03	235.3	19.78	19.84	SENTINEL3B				
0000000007784	R_NIGER_SOKOTO_KM1576	5.17	13.08	242.6	19.59	19.63	SENTINEL3A				
0000000007790	R_NIGER_SOKOTO-TRIB-01_KM1727	5.99	13.57	282.7	19	18.92	SENTINEL3A				
0000000007799	R_NIGER_ZAMFARA_KM1462	4.77	12.17	205.7	19.9	19.74	SENTINEL3B				
0000000003803	R_CONGO_LINDI_KM2853	28.17	0.18	661.9	-10.25	-10.5	SENTINEL3B				
0000000012005	R_VOLTA_OTI_KM1034	0.98	10.98	139.7	22.98	22.53	SENTINEL3A				
0000000003804	R_CONGO_LINDI_KM2858	28.18	0.15	661.9	-10.19	-10.41	SENTINEL3B				
0000000012753	R_CONGO_LOMAKO_KM1660	21.01	0.86	336.9	-17.32	-18.1	SENTINEL3A				
0000000003853	R_CONGO_LOMAMI_KM2223	24.08	0.25	378.9	-20.49	-20.36	SENTINEL3A				
0000000003855	R_CONGO_LOMAMI_KM2240	24.05	0.15	378.9	-20.64	-20.58	SENTINEL3A				
0000000003854	R_CONGO_LOMAMI_KM2248	24.04	0.09	379.8	-20.72	-20.72	SENTINEL3A				
0000000007808	R_NILE_ATBARAH_KM3024	35.22	16.59	384.5	1.67	2.02	SENTINEL3A				
0000000003965	R_CONGO_LOPORI_KM1518	20.11	1.33	327.5	-15.54	-15.29	SENTINEL3B				
0000000003962	R_CONGO_LOPORI_KM1564	20.43	1.35	330.5	-15.93	-15.94	SENTINEL3B				
0000000008814	R_ORINOCO_ARAUCA_KM1324	-69.79	7.03	91.9	-6.79	-7.37	SENTINEL3A				
0000000003959	R_CONGO_LOPORI_KM1592	20.6	1.45	330.5	-15.94	-16.06	SENTINEL3A				
0000000008964	R_ORINOCO_ARIPORE_KM1335	-69.91	6.05	88.9	-4.02	-4.92	SENTINEL3A				
0000000003957	R_CONGO_LOPORI_KM1631	20.86	1.51	337.3	-16.27	-16.4	SENTINEL3A				
0000000008837	R_ORINOCO_ATABAPO_KM1320	-67.68	3.92	77.9	-3.32	-3.76	SENTINEL3A				
0000000003966	R_CONGO_LOPORI_KM1665	21.09	1.54	339.8	-16.68	-16.88	SENTINEL3B				
0000000007753	R_NIGER_NIGER_KM3820	-9.6	10.68	352.2	31.87	31.72	SENTINEL3B				
0000000008835	R_ORINOCO_ATABAPO_KM1351	-67.53	3.76	78	-3.17	-3.56	SENTINEL3A				
0000000003955	R_CONGO_LOPORI_KM1669	21.11	1.55	339.8	-16.7	-16.9	JASON2				
0000000007762	R_NIGER_NIGER_KM3836	-9.7	10.64	355.5	31.9	31.71	SENTINEL3B				
0000000008838	R_ORINOCO_ATABAPO_KM1405	-67.33	3.42	80.1	-2.85	-2.96	SENTINEL3B				
0000000003963	R_CONGO_LOPORI_KM1720	21.32	1.57	339.9	-17.05	-17.41	SENTINEL3B				
0000000008839	R_ORINOCO_ATABAPO_KM1418	-67.35	3.32	80.3	-2.48	-2.46	SENTINEL3B				
0000000003954	R_CONGO_LOPORI_KM1736	21.39	1.62	340.3	-17.15	-17.56	JASON2				
0000000008836	R_ORINOCO_ATABAPO_KM1434	-67.42	3.23	84.5	-1.93	-1.79	SENTINEL3A				
0000000003960	R_CONGO_LOPORI_KM1773	21.58	1.65	341.7	-17.5	-17.96	SENTINEL3A				
0000000008840	R_ORINOCO_ATABAPO-TRIB-01_KM1433	-67.37	3.24	82.7	-2.2	-2.07	SENTINEL3B				
0000000008846	R_ORINOCO_BITA_KM1032	-67.6	6.15	41.3	-9.64	-9.9	SENTINEL3B				
0000000008847	R_ORINOCO_BITA_KM1040	-67.64	6.2	41.6	-9.75	-10.09	SENTINEL3B				
0000000008842	R_ORINOCO_BITA_KM1215	-68.04	6.02	52.5	-8.99	-9.61	SENTINEL3A				
0000000003958	R_CONGO_LOPORI_KM1807	21.77	1.63	342.7	-17.77	-18.25	SENTINEL3A				
0000000008843	R_ORINOCO_BITA_KM1252	-68.16	5.95	53.3	-8.62	-9.35	SENTINEL3A				
0000000007686	R_NIGER_NIGER-TRIB-04_KM2541	-3.13	16.63	254.5	28.83	28.73	SENTINEL3A				
0000000003967	R_CONGO_LOPORI_KM1859	22.03	1.57	350.1	-17.89	-18.39	SENTINEL3B				
0000000008844	R_ORINOCO_BITA_KM1278	-68.19	5.83	55	-8.32	-9.01	SENTINEL3A				
0000000008845	R_ORINOCO_BITA_KM1342	-68.44	5.75	58	-7.67	-8.51	SENTINEL3B				
0000000003964	R_CONGO_LOPORI_KM1910	22.26	1.53	358.3	-17.68	-18.23	SENTINEL3B				
0000000007811	R_NILE_ATBARAH_KM3029	35.24	16.56	384.7	1.61	1.95	SENTINEL3A				
0000000003961	R_CONGO_LOPORI_KM1955	22.48	1.48	365.8	-17.39	-17.98	SENTINEL3A				
0000000001893	R_AMAZONAS_PURUS_KM4151	-69.37	-8.94	141	25.86	25.18	ENVISAT				
0000000003534	R_CONGO_LWALABA_KM2227	25.08	0.54	377.5	-18.86	-18.41	SENTINEL3A				
0000000004008	R_CONGO_LWALABA_KM2256	25.29	0.42	385.8	-18.51	-18.21	SENTINEL3B				
0000000004035	R_CONGO_MAIKO_KM2383	25.86	0.07	432.8	-17.28	-17.48	SENTINEL3A				
0000000004034	R_CONGO_MAIKO_KM2399	25.9	0.03	437.2	-17.25	-17.46	SENTINEL3A				
0000000004099	R_CONGO_MARINGA_KM1503	20.01	1.15	322.9	-15.37	-15.29	SENTINEL3A				
0000000004105	R_CONGO_MARINGA_KM1512	20.06	1.11	323	-15.46	-15.48	SENTINEL3B				
0000000004101	R_CONGO_MARINGA_KM1586	20.49	0.93	331.6	-16.46	-16.97	SENTINEL3A				
0000000004103	R_CONGO_MARINGA_KM1591	20.53	0.92	331.8	-16.55	-17.1	SENTINEL3B				
0000000004098	R_CONGO_MARINGA_KM1673	20.79	0.67	339	-17.31	-18.08	JASON2				
0000000004106	R_CONGO_MARINGA_KM1699	20.88	0.61	339	-17.4	-18.29	SENTINEL3B				
0000000004100	R_CONGO_MARINGA_KM1761	21.12	0.36	340.9	-17.61	-18.81	SENTINEL3A				
0000000004102	R_CONGO_MARINGA_KM1802	21.26	0.2	340.9	-17.93	-19.15	SENTINEL3A				
0000000004104	R_CONGO_MARINGA_KM1872	21.64	0.13	346.7	-18.24	-19.48	SENTINEL3B				
0000000004107	R_CONGO_MARINGA_KM1888	21.71	0.13	346.7	-18.32	-19.53	SENTINEL3B				
0000000007809	R_NILE_ATBARAH_KM3044	35.25	16.44	386.6	1.38	1.7	SENTINEL3A				
0000000008841	R_ORINOCO_BITA_KM1504	-69.15	5.75	71.3	-5.34	-6.23	SENTINEL3A				
0000000007772	R_NIGER_SANKARANI_KM3693	-8.44	11.29	344.3	31.54	31.17	SENTINEL3A				
0000000007804	R_NILE_ATBARAH_KM3231	35.86	15.19	420.9	-0.94	-0.76	SENTINEL3A				
0000000008853	R_ORINOCO_CAPANAPARO_KM0934	-67.31	6.97	36.6	-10.85	-11.59	SENTINEL3A				
0000000007773	R_NIGER_SANKARANI_KM3712	-8.54	11.22	346.9	31.61	31.26	SENTINEL3B				
0000000008859	R_ORINOCO_CAPANAPARO_KM0960	-67.46	7.03	37.8	-10.59	-11.46	SENTINEL3B				
0000000007774	R_NIGER_SANKARANI_KM3720	-8.55	11.16	346.9	31.6	31.28	SENTINEL3B				
0000000004097	R_CONGO_MARINGA_KM1940	21.95	0.07	351.3	-18.63	-19.85	JASON2				
0000000004044	R_CONGO_MBARI_KM2380	22.71	4.65	471.2	-8.5	-8.95	SENTINEL3B				
0000000004045	R_CONGO_MBARI_KM2409	22.75	4.83	473.4	-8.12	-8.57	SENTINEL3B				
0000000004043	R_CONGO_MBARI_KM2459	22.91	4.93	478.5	-8.11	-8.71	SENTINEL3A				
0000000004063	R_CONGO_MBOMOU_KM2354	22.68	4.47	456.8	-8.86	-9.4	SENTINEL3B				
0000000008848	R_ORINOCO_CAPANAPARO_KM0986	-67.64	7.03	40.3	-10.17	-11.08	JASON2				
0000000008858	R_ORINOCO_CAPANAPARO_KM1012	-67.79	7.01	43	-9.71	-10.63	SENTINEL3B				
0000000008852	R_ORINOCO_CAPANAPARO_KM1036	-67.94	6.95	45.4	-9.21	-10.09	SENTINEL3A				
0000000008851	R_ORINOCO_CAPANAPARO_KM1078	-68.25	6.96	52.5	-8.21	-9.1	SENTINEL3A				
0000000003459	R_CONGO_MBOMOU_KM2356	22.69	4.46	458	-8.93	-9.47	ENVISAT				
0000000008857	R_ORINOCO_CAPANAPARO_KM1101	-68.39	7.02	55.9	-7.92	-8.88	SENTINEL3B				
0000000008856	R_ORINOCO_CAPANAPARO_KM1153	-68.7	6.91	63.2	-7.52	-8.46	SENTINEL3B				
0000000008850	R_ORINOCO_CAPANAPARO_KM1187	-68.9	6.84	65.4	-7.35	-8.32	SENTINEL3A				
0000000008849	R_ORINOCO_CAPANAPARO_KM1225	-69.16	6.87	76.8	-7.21	-8.12	SENTINEL3A				
0000000003458	R_CONGO_MBOMOU_KM2390	22.8	4.72	471.6	-8.53	-8.97	ENVISAT				
0000000004054	R_CONGO_MBOMOU_KM2418	22.93	4.81	474	-8.54	-9.05	SENTINEL3A				
0000000004047	R_CONGO_MBOMOU_KM2446	23.12	4.71	477.6	-9.17	-9.6	JASON3				
0000000007806	R_NILE_ATBARAH_KM3418	36.05	14	498	-2.02	-2.83	SENTINEL3B				
0000000007823	R_NILE_BELES_KM4018	35.38	11.07	579.4	-6.13	-5.63	SENTINEL3B				
0000000007902	R_NILE_BLUE-NILE_KM3160	32.66	15.52	376.9	2.15	1.64	SENTINEL3B				
0000000007775	R_NIGER_SANKARANI_KM3761	-8.6	10.95	350	31.65	31.36	SENTINEL3B				
0000000007843	R_NILE_BLUE-NILE_KM3161	32.66	15.52	376.9	2.15	1.63	SENTINEL3A				
0000000007776	R_NIGER_SANKARANI_KM3798	-8.64	10.76	353.5	31.75	31.46	SENTINEL3B				
0000000007841	R_NILE_BLUE-NILE_KM3224	33.06	15.23	382.6	0.92	0.64	SENTINEL3A				
0000000007777	R_NIGER_SANKARANI_KM3827	-8.67	10.64	356.3	31.82	31.53	SENTINEL3B				
0000000007904	R_NILE_BLUE-NILE_KM3299	33.31	14.73	385.9	0.21	-0.01	SENTINEL3B				
0000000003463	R_CONGO_MBOMOU_KM2447	23.12	4.72	477.6	-9.16	-9.6	JASON2				
0000000007840	R_NILE_BLUE-NILE_KM3591	33.9	13.26	425.7	-2.68	-3.24	JASON2				
0000000004056	R_CONGO_MBOMOU_KM2458	23.2	4.72	478.3	-9.28	-9.69	SENTINEL3A				
0000000007903	R_NILE_BLUE-NILE_KM3621	33.96	13.08	427.4	-3.01	-3.44	SENTINEL3B				
0000000004062	R_CONGO_MBOMOU_KM2500	23.43	4.66	485.3	-9.6	-9.94	SENTINEL3B				
0000000007842	R_NILE_BLUE-NILE_KM3736	34.28	12.41	436.8	-4.06	-4.71	SENTINEL3A				
0000000007844	R_NILE_BLUE-NILE_KM3741	34.32	12.4	437.7	-4.12	-4.77	SENTINEL3A				
0000000001894	R_AMAZONAS_PURUS_KM4154	-69.37	-8.94	141.7	25.88	25.2	ENVISAT				
0000000007845	R_NILE_BLUE-NILE_KM3759	34.35	12.27	439.9	-4.3	-4.88	SENTINEL3A				
0000000001940	R_AMAZONAS_PURUS_KM4155	-69.38	-8.94	141.7	25.92	25.24	SENTINEL3A				
0000000007846	R_NILE_BLUE-NILE_KM3863	34.52	11.49	481.6	-4.7	-4.57	SENTINEL3A				
0000000001942	R_AMAZONAS_PURUS_KM4234	-69.63	-9.06	154.2	26.85	26.08	SENTINEL3A				
0000000001882	R_AMAZONAS_PURUS_KM4251	-69.72	-9.07	155.2	27.02	26.24	ENVISAT				
0000000008855	R_ORINOCO_CAPANAPARO_KM1259	-69.37	6.84	80	-6.88	-7.71	SENTINEL3B				
0000000003461	R_CONGO_MBOMOU_KM2502	23.45	4.66	485.3	-9.6	-9.93	ENVISAT				
0000000003460	R_CONGO_MBOMOU_KM2512	23.53	4.69	491.5	-9.55	-9.86	ENVISAT				
0000000004057	R_CONGO_MBOMOU_KM2534	23.67	4.76	496.7	-9.36	-9.65	SENTINEL3B				
0000000004055	R_CONGO_MBOMOU_KM2560	23.87	4.82	504.4	-9.16	-9.42	SENTINEL3A				
0000000004049	R_CONGO_MBOMOU_KM2616	24.18	4.93	527.2	-8.86	-9.12	SENTINEL3A				
0000000004064	R_CONGO_MBOMOU_KM2639	24.29	5	529.3	-8.69	-8.99	SENTINEL3B				
0000000004059	R_CONGO_MBOMOU_KM2718	24.66	4.98	535.6	-9.32	-9.43	SENTINEL3B				
0000000007778	R_NIGER_SANKARANI_KM3834	-8.68	10.59	357.8	31.86	31.57	SENTINEL3B				
0000000008854	R_ORINOCO_CAPANAPARO_KM1308	-69.6	6.73	87.1	-6.23	-6.94	SENTINEL3B				
